url,favs_lognorm
https://habrahabr.ru/post/314080/,0.4342848976907633
https://habrahabr.ru/company/plesk/blog/313732/,-1.0925843663273922
https://habrahabr.ru/company/etagi/blog/314000/,0.6554032127182068
https://habrahabr.ru/company/knopka/blog/314030/,0.5184653692204872
https://geektimes.ru/company/audiomania/blog/282058/,1.1503911898638925
https://habrahabr.ru/company/pechkin/blog/314066/,0.27910705314199047
https://habrahabr.ru/company/first/blog/314106/,0.5379059001786815
https://habrahabr.ru/company/vasexperts/blog/313558/,0.23311729968639155
https://habrahabr.ru/post/314108/,1.6593759855314065
https://habrahabr.ru/company/cbs/blog/313830/,0.2373405790482928
https://habrahabr.ru/company/jugru/blog/313908/,0.22595350433566352
https://habrahabr.ru/post/314110/,0.3632156048747579
https://habrahabr.ru/company/pt/blog/314112/,0.02140375186745458
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.0750652783806588
https://habrahabr.ru/post/314114/,0.799524924765552
https://habrahabr.ru/post/314118/,1.3123565811670796
https://habrahabr.ru/post/314122/,0.527674254539612
https://geektimes.ru/company/dadget/blog/281786/,0.12147520134288459
https://habrahabr.ru/company/kickidler/blog/314042/,-0.44603825729876556
https://habrahabr.ru/company/it-grad/blog/312042/,-0.11243877540284475
https://habrahabr.ru/company/1cloud/blog/314022/,-0.24520980962517214
https://habrahabr.ru/post/314126/,-0.6484804745773864
https://habrahabr.ru/post/313966/,0.4366882195522771
https://habrahabr.ru/company/piter/blog/314120/,0.46079473657212144
https://geektimes.ru/post/282094/,0.14721823304930973
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.3317796046962058
https://habrahabr.ru/company/ru_mts/blog/314134/,0.3652865263414599
https://habrahabr.ru/post/314028/,0.6588082760546083
https://habrahabr.ru/post/314136/,-0.1652990848898599
https://habrahabr.ru/post/313904/,0.30036852636374645
https://habrahabr.ru/post/314140/,0.578959132169637
https://habrahabr.ru/company/acronis/blog/309688/,-0.009697664258352445
https://geektimes.ru/post/282096/,-0.41108585749778126
https://habrahabr.ru/post/314142/,0.06600078459345407
https://habrahabr.ru/company/ivideon/blog/314138/,0.197583202973583
https://geektimes.ru/post/282104/,0.3320147776639743
https://geektimes.ru/post/282102/,-0.2966423618807812
https://geektimes.ru/post/282016/,-0.07227787817109144
https://geektimes.ru/company/piter/blog/282106/,0.3228647902618011
https://habrahabr.ru/post/314150/,0.2845968701797051
https://habrahabr.ru/company/mailru/blog/313880/,1.2641380712249992
https://geektimes.ru/company/comfortway/blog/282108/,-0.09949751790544642
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.1782978461264288
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.3062819270990181
https://habrahabr.ru/company/npl/blog/314160/,0.09019912428940172
https://habrahabr.ru/company/edison/blog/314094/,-0.2202896286335574
https://geektimes.ru/post/282112/,-0.514343214984296
https://habrahabr.ru/company/ruvds/blog/314166/,0.4285769666913979
https://geektimes.ru/company/gearbest/blog/282114/,0.05597144251172864
https://habrahabr.ru/post/314172/,0.8829259812804173
https://geektimes.ru/post/282116/,0.472530108141784
https://geektimes.ru/company/intel/blog/282026/,0.20383497329359918
https://habrahabr.ru/post/313776/,1.7742963231513769
https://habrahabr.ru/post/314174/,0.23788959111614288
https://geektimes.ru/post/282118/,1.0958445798443295
https://geektimes.ru/post/282122/,0.5809983620597357
https://habrahabr.ru/company/FastVPS/blog/314178/,-0.47790087814883664
https://habrahabr.ru/post/314180/,0.5515315395631739
https://geektimes.ru/post/282446/,0.4318111548222431
https://habrahabr.ru/post/314184/,1.0016227643999733
https://habrahabr.ru/post/313954/,-0.6442876976945298
https://habrahabr.ru/post/314186/,0.7963464554425304
https://geektimes.ru/post/282124/,-0.4326877644445426
https://habrahabr.ru/post/314190/,-1.1625817676032102
https://geektimes.ru/company/madrobots/blog/282126/,0.598397147237213
https://habrahabr.ru/post/314188/,-0.040404093444904476
https://geektimes.ru/post/282128/,0.5368049951153526
https://habrahabr.ru/post/314194/,0.467262362769671
https://geektimes.ru/post/282132/,-1.0023848457389966
https://habrahabr.ru/post/314208/,0.32272109667145976
https://habrahabr.ru/post/312352/,0.02019006312162791
https://habrahabr.ru/post/314202/,0.10683378403538962
https://habrahabr.ru/post/314210/,1.1685515899562215
https://geektimes.ru/post/282130/,0.5172296322779407
https://habrahabr.ru/company/centosadmin/blog/314212/,0.03197280936985214
https://habrahabr.ru/post/314116/,0.14025175109917035
https://geektimes.ru/post/282120/,0.39838718350008656
https://habrahabr.ru/post/313392/,0.9466933694450256
https://habrahabr.ru/company/pt/blog/314216/,-0.1083149346487079
https://habrahabr.ru/company/skbkontur/blog/314144/,0.4919555242343735
https://habrahabr.ru/company/nixsolutions/blog/314196/,-0.33121035565075596
https://geektimes.ru/post/282056/,-0.24119597410220128
